[1] Total Num: 3000, avg: 307.0013453581359 
[2] Total Num: 3000, avg: 331.0162014093035 
[3] Total Num: 3000, avg: 275.586108636448 
[4] Total Num: 3000, avg: 273.885527198571 
[5] Total Num: 3000, avg: 302.1864207943067 
[6] Total Num: 3000, avg: 268.933769614281 
[7] Total Num: 3000, avg: 258.3511644163236 
[8] Total Num: 3000, avg: 256.90013512589707 
[9] Total Num: 3000, avg: 255.78167806030348 
[10] Total Num: 3000, avg: 254.57324780833858 
[11] Total Num: 3000, avg: 256.72952613808815 
[12] Total Num: 3000, avg: 256.4486807766268 
[13] Total Num: 3000, avg: 254.9391321027438 
[14] Total Num: 3000, avg: 251.79676886968988 
[15] Total Num: 3000, avg: 253.00319665683537 
[16] Total Num: 3000, avg: 254.90327865407875 
[17] Total Num: 3000, avg: 250.68519001605887 
