[1] Total Num: 3000, acc: 6.326649246232738 
[2] Total Num: 3000, acc: 6.8318534566632465 
[3] Total Num: 3000, acc: 5.67990378393533 
[4] Total Num: 3000, acc: 5.644316345225617 
[5] Total Num: 3000, acc: 6.233688829410462 
[6] Total Num: 3000, acc: 5.541169293943431 
[7] Total Num: 3000, acc: 5.323304301449795 
[8] Total Num: 3000, acc: 5.291714449073651 
[9] Total Num: 3000, acc: 5.268598704753357 
[10] Total Num: 3000, acc: 5.242980123432076 
[11] Total Num: 3000, acc: 5.288405391338212 
[12] Total Num: 3000, acc: 5.282255149436862 
[13] Total Num: 3000, acc: 5.25141553982456 
[14] Total Num: 3000, acc: 5.183784857610891 
[15] Total Num: 3000, acc: 5.209796550539164 
[16] Total Num: 3000, acc: 5.249041162488702 
[17] Total Num: 3000, acc: 5.162054625211375 
