[1] Total Num: 3000, acc: 7.3988231587284465 
[2] Total Num: 3000, acc: 7.912321088566201 
[3] Total Num: 3000, acc: 6.644440391299239 
[4] Total Num: 3000, acc: 6.605004340379804 
[5] Total Num: 3000, acc: 7.2713476545278315 
[6] Total Num: 3000, acc: 6.464224330932616 
[7] Total Num: 3000, acc: 6.250145191602089 
[8] Total Num: 3000, acc: 6.206612326991975 
[9] Total Num: 3000, acc: 6.1837402218524185 
[10] Total Num: 3000, acc: 6.1488840275484336 
[11] Total Num: 3000, acc: 6.208200264999333 
[12] Total Num: 3000, acc: 6.2011785961964865 
[13] Total Num: 3000, acc: 6.172812258283398 
[14] Total Num: 3000, acc: 6.081108672288665 
[15] Total Num: 3000, acc: 6.112741727301224 
[16] Total Num: 3000, acc: 6.1617847462706 
[17] Total Num: 3000, acc: 6.062133048671341 
