[1] Total Num: 3000, acc: 55.07585354025825 
[2] Total Num: 3000, acc: 51.77171867589176 
[3] Total Num: 3000, acc: 47.04603554676036 
[4] Total Num: 3000, acc: 33.25639997450695 
[5] Total Num: 3000, acc: 41.250094830567285 
[6] Total Num: 3000, acc: 38.043560290540924 
[7] Total Num: 3000, acc: 39.7449109334114 
[8] Total Num: 3000, acc: 32.30151193964325 
[9] Total Num: 3000, acc: 34.561469573495 
[10] Total Num: 3000, acc: 33.107851539534785 
[11] Total Num: 3000, acc: 34.82661551775725 
[12] Total Num: 3000, acc: 32.614303768530704 
[13] Total Num: 3000, acc: 33.94021587097061 
[14] Total Num: 3000, acc: 33.70999797111711 
[15] Total Num: 3000, acc: 34.07100209829547 
[16] Total Num: 3000, acc: 35.89141615636265 
[17] Total Num: 3000, acc: 32.4942162981543 
