[1] Total Num: 3000, avg: 285.41227092054197 
[2] Total Num: 3000, avg: 292.33290394613925 
[3] Total Num: 3000, avg: 247.3436471728022 
[4] Total Num: 3000, avg: 241.108320402836 
[5] Total Num: 3000, avg: 226.35849132909553 
[6] Total Num: 3000, avg: 231.13393892687853 
[7] Total Num: 3000, avg: 249.78434203592047 
[8] Total Num: 3000, avg: 222.1585610185817 
[9] Total Num: 3000, avg: 221.8734443529781 
[10] Total Num: 3000, avg: 223.01501691053815 
[11] Total Num: 3000, avg: 219.11013081085142 
[12] Total Num: 3000, avg: 219.53499971956992 
[13] Total Num: 3000, avg: 224.59813093929796 
[14] Total Num: 3000, avg: 223.68997627331294 
[15] Total Num: 3000, avg: 229.04297115325144 
[16] Total Num: 3000, avg: 219.02732847419028 
[17] Total Num: 3000, avg: 226.92708856642045 
