[1] Total Num: 3000, acc: 6.487837355609638 
[2] Total Num: 3000, acc: 6.155022844657004 
[3] Total Num: 3000, acc: 5.685691682498411 
[4] Total Num: 3000, acc: 5.9741357822329375 
[5] Total Num: 3000, acc: 5.6440179954116285 
[6] Total Num: 3000, acc: 5.517246179552377 
[7] Total Num: 3000, acc: 5.624853220267347 
[8] Total Num: 3000, acc: 5.486088461303374 
[9] Total Num: 3000, acc: 5.41838390330825 
[10] Total Num: 3000, acc: 5.435096479264275 
[11] Total Num: 3000, acc: 5.400427253689973 
[12] Total Num: 3000, acc: 5.450599857734366 
[13] Total Num: 3000, acc: 5.411186403154696 
[14] Total Num: 3000, acc: 5.388705742838228 
[15] Total Num: 3000, acc: 5.382948588724028 
[16] Total Num: 3000, acc: 5.410868802357325 
[17] Total Num: 3000, acc: 5.400548959565757 
