[1] Total Num: 3000, acc: 6.222271525967556 
[2] Total Num: 3000, acc: 4.6418292955749685 
[3] Total Num: 3000, acc: 5.64244103761475 
[4] Total Num: 3000, acc: 5.438161133948126 
[5] Total Num: 3000, acc: 4.9278222739974495 
[6] Total Num: 3000, acc: 5.256866647250404 
[7] Total Num: 3000, acc: 5.442850494313155 
[8] Total Num: 3000, acc: 5.390171697737062 
[9] Total Num: 3000, acc: 5.4944545386309755 
[10] Total Num: 3000, acc: 5.3593413077425875 
[11] Total Num: 3000, acc: 5.290185202796929 
[12] Total Num: 3000, acc: 5.247545171002068 
[13] Total Num: 3000, acc: 5.359090987623985 
[14] Total Num: 3000, acc: 5.352906260968797 
[15] Total Num: 3000, acc: 5.3092019353421005 
[16] Total Num: 3000, acc: 5.408717618906863 
[17] Total Num: 3000, acc: 5.48142401949722 
