[1] Total Num: 3000, acc: 5.241921241528341 
[2] Total Num: 3000, acc: 4.877265346345336 
[3] Total Num: 3000, acc: 5.318344066285779 
[4] Total Num: 3000, acc: 5.384923855005709 
[5] Total Num: 3000, acc: 5.633441190914842 
[6] Total Num: 3000, acc: 5.620671434582865 
[7] Total Num: 3000, acc: 4.922561188406027 
[8] Total Num: 3000, acc: 5.467534350192388 
[9] Total Num: 3000, acc: 5.346350737752167 
[10] Total Num: 3000, acc: 5.408339937725673 
[11] Total Num: 3000, acc: 5.480285585690885 
[12] Total Num: 3000, acc: 5.382457563678226 
[13] Total Num: 3000, acc: 5.682636565908508 
[14] Total Num: 3000, acc: 5.45783653948968 
[15] Total Num: 3000, acc: 5.812517789098072 
[16] Total Num: 3000, acc: 5.6556048482774335 
[17] Total Num: 3000, acc: 5.787687932565724 
