[1] Total Num: 3000, acc: 74.21134396545719 
[2] Total Num: 3000, acc: 64.42612836154473 
[3] Total Num: 3000, acc: 71.73662673153702 
[4] Total Num: 3000, acc: 70.79465651123978 
[5] Total Num: 3000, acc: 54.06013579378216 
[6] Total Num: 3000, acc: 53.83209139761382 
[7] Total Num: 3000, acc: 53.511304557207595 
[8] Total Num: 3000, acc: 51.89552465211861 
[9] Total Num: 3000, acc: 53.000688356831944 
[10] Total Num: 3000, acc: 52.492807926622056 
[11] Total Num: 3000, acc: 53.575758688889636 
[12] Total Num: 3000, acc: 51.82461295030485 
[13] Total Num: 3000, acc: 52.13115222564649 
[14] Total Num: 3000, acc: 52.728004751850165 
[15] Total Num: 3000, acc: 52.25275231792705 
[16] Total Num: 3000, acc: 52.775347648756615 
[17] Total Num: 3000, acc: 52.45678625152167 
