[1] Total Num: 3000, avg: 331.5888728697989 
[2] Total Num: 3000, avg: 287.8668778611769 
[3] Total Num: 3000, avg: 320.53141416498113 
[4] Total Num: 3000, avg: 316.3225360687375 
[5] Total Num: 3000, avg: 241.54986634995493 
[6] Total Num: 3000, avg: 240.53092704650714 
[7] Total Num: 3000, avg: 239.09759359148146 
[8] Total Num: 3000, avg: 231.8780180756231 
[9] Total Num: 3000, avg: 236.81607636441194 
[10] Total Num: 3000, avg: 234.54678077358702 
[11] Total Num: 3000, avg: 239.38559037555214 
[12] Total Num: 3000, avg: 231.56117236925402 
[13] Total Num: 3000, avg: 232.9308422738171 
[14] Total Num: 3000, avg: 235.5976805972095 
[15] Total Num: 3000, avg: 233.4741732330166 
[16] Total Num: 3000, avg: 235.80921788025182 
[17] Total Num: 3000, avg: 234.38583090510755 
