[1] Total Num: 3000, avg: 372.2504919817336 
[2] Total Num: 3000, avg: 317.2804007735861 
[3] Total Num: 3000, avg: 289.05351393497614 
[4] Total Num: 3000, avg: 259.9954669942136 
[5] Total Num: 3000, avg: 284.02858923904216 
[6] Total Num: 3000, avg: 301.5174777094717 
[7] Total Num: 3000, avg: 304.8082063863749 
[8] Total Num: 3000, avg: 297.9583389295025 
[9] Total Num: 3000, avg: 304.0147058191794 
[10] Total Num: 3000, avg: 311.98900672628235 
[11] Total Num: 3000, avg: 298.2641689146389 
[12] Total Num: 3000, avg: 301.4649730614948 
[13] Total Num: 3000, avg: 321.0690121265897 
[14] Total Num: 3000, avg: 301.9249315938767 
[15] Total Num: 3000, avg: 306.6108831173144 
[16] Total Num: 3000, avg: 325.34993338323727 
[17] Total Num: 3000, avg: 306.20464611524585 
